"unid","gender","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","financial_situation_now","financial_situation_5years","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age_squared","survey_year","survey_month"
18657,"1","0","1","1",0,NA,0,NA,"0","0",2,9,NA,NA,NA,6,NA,4,784,2018,3
15518,"0","0","0","0",5,1,4,NA,"0","1",3,5,"0",5,NA,6,NA,3,784,2017,6
15434,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,841,2018,5
74935,"0","0","1","1",4,NA,0,2,"1","1",1,5,"0",4,8,4,NA,4,441,2016,8
61163,"0","0","0","0",8,NA,0,1,"1","1",2,6,"0",8,NA,6,NA,1,484,2016,12
10663,"0","0","1","1",3,NA,2,1,"1","1",1,5,"1",3,3,3,NA,5,729,2016,3
87842,"0","1","0","0",5,NA,0,1,"1","1",1,6,"1",4,NA,7,NA,6,361,2016,3
97450,"0","0","1","0",2,2,0,NA,"0","1",3,8,"0",NA,NA,6,NA,11,361,2017,9
100308,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,361,2018,5
74465,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,529,2018,5
12789,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,7,6,4,NA,841,2018,7
62367,"0","0","1","0",6,3,1,NA,"1","1",3,8,"1",5,NA,7,NA,8,529,2017,6
15756,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,841,2018,5
8128,"0","0","0","0",9,6,1,NA,"1","1",4,8,"1",NA,NA,4,NA,3,900,2017,11
91735,"0","0","0","1",3,NA,0,2,"1","1",2,8,"0",7,5,1,4,4,361,2016,8
71016,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,529,2018,5
57586,"0","0","0","1",0,NA,0,NA,"0","0",2,6,NA,NA,NA,0,NA,5,576,2017,12
58820,"1","0","0","0",3,3,1,NA,"0","0",1,8,"0",NA,NA,6,NA,5,576,2017,12
6769,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,900,2018,3
82078,"1","0","0","0",3,3,0,NA,"0","1",1,9,"0",NA,NA,6,NA,8,441,2017,10
45254,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,6,3,2,NA,625,2018,5
46735,"1","0","0","0",5,NA,0,1,"0","1",1,5,"0",8,8,4,NA,2,576,2017,1
83517,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,5,NA,NA,400,2016,10
13280,"0","0","0","0",8,4,2,NA,"1","1",4,6,"0",NA,NA,3,NA,3,784,2017,8
91272,"0","0","0","1",3,2,0,NA,"0","1",10,10,"0",NA,NA,2,NA,2,441,2017,11
5894,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,961,2018,8
31419,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,729,2018,10
51237,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,576,2018,3
36183,"0","1","1","1",8,6,0,NA,"1","1",3,9,"0",NA,NA,2,NA,9,676,2018,2
99367,"0","0","0","0",9,2,0,NA,"1","1",3,6,"1",4,NA,8,NA,7,324,2017,3
59803,"1","1","1","0",8,NA,0,1,"1","1",2,7,"1",5,5,4,NA,3,484,2016,8
31576,"0","0","0","0",3,NA,0,1,"1","1",2,9,"0",4,NA,9,NA,7,625,2016,10
82963,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,441,2017,8
11348,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,NA,3,NA,NA,784,2017,2
21214,"0","0","0","0",7,NA,1,1,"1","1",7,10,"1",3,7,4,NA,3,676,2016,4
9121,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,841,2017,3
84099,"0","0","1","1",5,NA,0,2,"1","1",5,9,"1",9,NA,2,NA,2,400,2016,9
84553,"1","0","1","0",7,NA,0,2,"1","1",1,10,"1",7,9,8,NA,8,400,2016,3
20710,"0","0","1","0",5,3,1,NA,"1","1",5,8,"1",NA,NA,7,NA,1,729,2017,9
32055,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,NA,3,NA,NA,625,2016,7
26815,"0","0","1","0",5,NA,0,0,"1","0",1,10,"0",2,NA,5,NA,9,676,2016,11
7885,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,NA,NA,784,2016,3
96683,"1","0","0","0",5,NA,0,1,"1","1",4,10,"0",6,7,8,3,5,361,2017,5
59291,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,5,NA,NA,576,2018,9
18791,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,NA,2,NA,NA,784,2018,8
41006,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,625,2018,4
20598,"0","1","1","1",1,NA,0,1,"0","1",1,10,"0",8,8,0,4,9,676,2016,4
40298,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,625,2017,5
7476,"0","0","0","0",1,NA,0,0,"0","0",1,7,"1",4,NA,1,NA,5,784,2016,4
81569,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,NA,5,NA,NA,484,2018,7
40418,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,7,4,4,NA,676,2018,6
19722,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,1,4,5,NA,NA,729,2017,1
65472,"0","0","0","1",4,3,1,NA,"1","0",2,10,"1",NA,NA,4,NA,9,529,2017,12
68438,"1","1","1","1",0,NA,0,0,"0","0",4,10,"0",8,5,1,3,7,484,2016,12
34359,"1","0","0","0",7,15,0,NA,"0","1",3,9,"0",NA,NA,7,NA,5,676,2017,11
95120,"0","0","0","0",6,3,0,NA,"1","1",1,5,"0",8,5,9,3,4,400,2017,7
6129,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,961,2018,9
80503,"1","0","0","0",3,NA,0,2,"0","1",3,7,"0",8,7,6,5,5,441,2016,9
2018,"0","0","1","0",2,NA,1,1,"0","1",5,10,"0",3,5,2,NA,6,1024,2017,3
51835,"1","1","0","0",6,NA,0,2,"1","1",4,8,"1",8,NA,3,NA,1,529,2016,6
50663,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,529,2016,9
4180,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,1024,2018,8
3909,"0","0","1","1",3,NA,3,NA,"1","0",2,7,"1",4,4,4,NA,6,961,2017,10
40705,"0","0","1","1",5,3,1,NA,"1","1",6,10,"1",3,6,4,2,6,625,2017,5
1337,"1","0","0","1",0,NA,2,NA,"0","0",1,4,NA,6,5,4,4,4,1089,2017,2
14632,"0","0","0","1",2,NA,2,2,"1","1",2,3,"1",3,3,4,NA,3,729,2016,2
46228,"1","0","0","0",5,0,0,NA,"0","1",2,4,"0",3,5,4,4,0,625,2017,11
63983,"1","0","1","0",3,3,0,NA,"1","1",10,7,"1",NA,NA,4,NA,-2,529,2017,7
10828,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,841,2017,12
87843,"0","0","1","0",2,1,0,NA,"1","1",2,7,"1",7,6,7,3,2,400,2017,2
69941,"0","0","1","1",9,5,1,NA,"1","1",NA,NA,"0",8,NA,6,NA,NA,484,2017,6
52521,"0","0","1","1",2,NA,0,1,"0","1",NA,NA,"0",6,7,0,3,NA,529,2016,11
73603,"1","0","1","0",10,NA,1,2,"1","1",1,7,"1",7,5,2,3,2,484,2017,11
92317,"0","0","1","1",7,NA,1,0,"1","0",4,8,"1",7,6,1,3,5,361,2016,12
17563,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,729,2016,8
78513,"0","0","1","0",4,2,0,NA,"1","1",4,6,"1",6,NA,5,NA,-1,484,2017,11
72506,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,529,2018,5
83026,"0","0","1","1",1,NA,0,1,"1","1",2,10,"0",6,6,5,2,9,400,2016,6
17423,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,7,NA,NA,841,2018,8
101551,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,361,2018,5
76455,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,NA,NA,441,2016,10
97091,"1","0","0","0",3,3,0,NA,"1","1",1,1,"0",NA,NA,3,NA,0,400,2018,1
54913,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,NA,NA,484,2016,3
30514,"0","0","0","0",2,1,1,NA,"1","1",2,8,"1",NA,NA,7,NA,6,676,2017,7
1883,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,1089,2018,5
27036,"0","1","0","0",6,NA,1,1,"1","1",1,5,"0",6,NA,0,NA,5,729,2018,2
70496,"1","0","1","1",10,10,0,NA,"1","1",1,6,"0",NA,NA,2,NA,5,484,2017,7
18613,"0","0","0","0",8,NA,1,1,"1","1",3,9,"1",7,NA,8,NA,6,729,2017,4
26623,"0","0","0","0",3,NA,3,NA,"1","0",1,10,"1",2,NA,1,NA,6,676,2016,11
45756,"1","0","0","0",6,NA,0,1,"0","1",3,8,"1",6,5,4,5,6,576,2016,10
42385,"0","0","0","0",1,0,1,NA,"1","1",1,9,"0",5,5,8,4,9,576,2017,1
85355,"0","0","0","0",1,1,0,NA,"0","1",4,8,"1",NA,NA,5,NA,3,441,2017,8
52053,"1","1","1","1",9,NA,0,1,"1","1",3,10,"1",5,NA,4,NA,7,529,2016,11
73986,"1","0","1","0",5,NA,0,1,"0","1",1,10,"1",7,NA,1,NA,12,441,2016,9
69204,"1","0","1","0",3,NA,0,2,"1","1",3,7,"1",7,7,6,4,4,441,2016,5
16658,"0","1","1","1",6,NA,1,3,"0","1",3,9,"0",7,NA,3,NA,5,676,2016,2
31836,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,729,2018,8
13666,"0","0","0","0",3,NA,1,0,"1","0",5,8,"0",5,5,8,NA,2,729,2016,4
97274,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,400,2018,5
11278,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,NA,0,NA,NA,841,2017,7
39997,"0","0","1","0",3,NA,0,2,"1","1",1,10,"0",4,6,6,NA,10,576,2016,11
30541,"0","0","1","1",5,NA,1,0,"1","0",10,10,"0",7,5,6,1,0,625,2016,4
31489,"1","0","0","0",5,4,0,NA,"1","1",1,9,"1",NA,NA,3,NA,10,676,2017,6
5152,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,NA,NA,841,2016,3
66516,"0","0","0","0",6,NA,1,1,"1","1",1,10,"0",8,6,5,4,9,484,2016,9
75529,"0","0","0","0",3,NA,0,1,"0","1",1,10,"0",7,5,7,2,9,441,2016,9
79418,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,3,NA,441,2017,5
15479,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,784,2018,1
21450,"0","0","1","1",1,NA,1,2,"1","1",1,8,"0",3,5,4,NA,6,625,2016,2
70880,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,529,2018,5
60280,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,576,2018,6
44963,"0","0","0","0",1,NA,0,1,"0","1",1,10,"1",7,5,3,5,10,529,2016,3
45063,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,625,2018,3
6120,"0","0","0","0",2,NA,2,0,"0","0",NA,NA,"0",5,5,1,NA,NA,841,2016,3
33814,"0","0","1","0",4,NA,1,1,"0","1",2,8,"1",6,5,1,1,7,576,2016,5
21479,"1","0","1","1",6,NA,0,2,"1","1",1,5,"1",6,7,1,3,7,625,2016,3
93253,"0","0","0","0",5,2,0,NA,"1","1",2,9,"0",3,NA,1,NA,5,400,2017,2
3260,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,1024,2018,6
73223,"1","0","0","0",2,1,0,NA,"1","1",1,5,"1",4,6,1,2,5,484,2017,5
99471,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,400,2018,8
51084,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,8,2,NA,576,2017,6
78224,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,NA,NA,400,2016,5
74195,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,529,2018,6
57746,"0","0","1","0",8,4,1,NA,"0","1",1,8,"0",7,5,0,6,9,576,2018,2
54181,"0","0","0","0",3,NA,0,0,"1","0",NA,NA,"0",8,6,1,6,NA,529,2016,10
9325,"1","0","1","0",8,NA,0,1,"1","1",1,2,"1",4,NA,8,NA,6,784,2016,3
50963,"0","0","0","0",3,0,0,NA,"1","1",2,6,"1",NA,NA,6,NA,4,625,2018,4
78553,"0","0","1","0",3,NA,0,0,"1","0",3,7,"0",3,NA,5,NA,5,400,2016,6
33,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,NA,2018,8
73715,"0","0","0","0",14,NA,0,3,"1","1",1,10,"0",5,5,0,NA,12,441,2016,5
18164,"0","0","1","0",5,NA,2,1,"1","1",4,10,"0",3,NA,0,NA,6,676,2016,2
52901,"0","0","0","0",7,NA,1,2,"1","1",3,9,"0",4,NA,8,NA,7,529,2017,2
70207,"0","0","0","1",4,0,0,NA,"1","1",2,5,"0",NA,NA,6,NA,5,484,2017,9
84486,"0","0","1","0",6,15,1,NA,"1","1",4,8,"1",NA,NA,8,NA,4,484,2018,2
907,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,1225,2018,10
43148,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,0,NA,NA,576,2016,11
92472,"1","0","1","0",1,NA,0,1,"1","1",1,4,"0",4,3,5,NA,1,361,2016,3
99769,"0","0","0","1",4,1,0,NA,"0","1",5,4,"0",NA,NA,6,NA,-2,361,2017,7
88855,"0","0","1","0",1,NA,0,0,"0","0",1,5,"0",7,NA,2,NA,5,361,2016,4
72378,"1","1","0","0",4,NA,0,3,"0","1",NA,NA,"0",6,NA,9,NA,NA,441,2016,11
82335,"1","1","0","0",5,NA,0,2,"0","1",1,3,"1",3,4,7,NA,0,400,2016,6
8770,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,4,2,NA,900,2018,6
61824,"0","0","1","1",5,NA,1,2,"1","1",1,6,"1",4,NA,6,NA,6,484,2016,2
28869,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,6,NA,NA,676,2017,2
17114,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,841,2018,8
47695,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,3,NA,NA,576,2017,4
49360,"0","0","1","0",1,1,1,NA,"1","1",3,9,"0",3,NA,6,NA,4,576,2017,2
1990,"0","0","0","0",1,NA,1,2,"0","1",2,5,"1",5,3,7,NA,5,961,2016,4
42006,"0","0","0","0",1,NA,0,1,"0","1",3,10,"0",6,5,4,2,7,576,2016,7
73160,"1","1","0","0",2,NA,1,0,"0","0",1,3,"1",8,7,6,NA,4,441,2016,8
98194,"1","0","1","0",6,3,0,NA,"1","1",1,6,"1",NA,NA,3,NA,-1,361,2017,7
13460,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,6,4,4,NA,841,2018,7
75015,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,484,2017,7
71215,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,4,NA,NA,529,2018,7
62113,"0","0","0","0",3,NA,0,1,"0","1",5,10,"1",4,6,0,1,3,484,2016,12
53981,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,529,2017,6
35176,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,676,2018,5
75359,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,5,2,NA,NA,529,2018,9
32650,"0","0","1","1",1,1,2,NA,"0","0",1,10,"1",6,NA,0,NA,7,625,2017,2
97798,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,400,2018,8
15064,"1","0","0","0",2,0,1,NA,"0","0",2,8,"0",7,NA,5,NA,5,784,2017,8
12736,"0","0","1","0",9,NA,1,0,"1","0",1,7,"1",6,NA,6,NA,2,784,2017,6
8014,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,961,2018,9
75823,"1","1","0","0",4,3,1,NA,"1","1",1,1,"1",NA,NA,6,NA,3,484,2018,1
63553,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,576,2018,5
76095,"0","0","0","1",3,NA,0,1,"1","1",3,10,"1",5,6,8,2,8,441,2016,6
96415,"0","0","0","0",6,NA,0,1,"1","1",2,6,"0",8,NA,3,NA,2,361,2017,4
17590,"0","0","1","1",3,NA,0,1,"0","1",3,10,"1",4,NA,5,NA,8,729,2016,10
40992,"0","0","1","1",2,NA,1,1,"0","1",1,4,"0",5,NA,0,NA,5,576,2016,11
5441,"0","0","0","1",4,NA,3,0,"0","0",5,6,"1",6,7,1,4,-1,841,2016,9
45946,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,7,6,NA,NA,676,2018,10
26745,"0","0","0","0",2,NA,0,1,"1","1",3,10,"1",4,NA,4,NA,8,625,2016,5
101054,"0","1","1","1",10,NA,0,0,"1","0",2,8,"0",8,NA,6,NA,6,289,2016,11
14684,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,841,2018,3
53570,"0","1","0","0",2,1,1,NA,"0","1",3,9,"0",NA,NA,8,NA,9,576,2017,7
65210,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,9,7,NA,576,2018,10
56067,"0","1","1","0",4,NA,1,1,"1","1",2,10,"1",6,6,0,NA,8,529,2016,11
57244,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,5,NA,NA,576,2018,5
86472,"1","0","1","1",2,5,0,NA,"0","1",1,10,"1",NA,NA,7,NA,7,441,2017,6
81116,"0","0","0","0",7,4,1,NA,"1","1",2,8,"0",7,4,4,2,8,441,2017,7
63017,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,9,NA,NA,576,2018,8
54104,"0","0","1","1",3,NA,1,1,"1","1",5,10,"1",6,6,4,4,4,576,2017,12
49316,"0","0","0","0",4,NA,1,1,"1","1",3,8,"0",6,NA,0,NA,9,529,2016,6
88311,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,8,2,NA,400,2017,2
36119,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,4,2,NA,NA,676,2018,9
19549,"0","0","1","1",2,1,1,NA,"0","1",2,10,"1",NA,NA,0,NA,7,729,2017,9
31307,"0","1","1","1",4,NA,1,2,"1","1",2,9,"0",6,5,4,1,7,576,2016,3
59453,"0","0","0","1",2,0,0,NA,"1","1",3,10,"0",NA,NA,2,NA,5,576,2017,12
43855,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,4,NA,NA,625,2018,5
41541,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,6,8,NA,NA,676,2018,6
86331,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,484,2018,8
93662,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,2,NA,NA,324,2016,2
89886,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,400,2017,8
62120,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,576,2018,8
90886,"0","0","0","0",3,NA,0,2,"0","1",5,10,"0",6,NA,4,NA,2,400,2017,5
76487,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,441,2017,1
12626,"1","0","0","0",2,2,0,NA,"0","1",1,5,"0",NA,NA,6,NA,3,841,2018,1
9811,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,NA,NA,784,2016,5
50417,"1","1","0","1",6,NA,0,3,"1","1",NA,NA,"0",6,NA,0,NA,NA,529,2016,3
53260,"0","0","0","0",2,NA,0,0,"0","0",2,10,"1",5,NA,4,NA,6,529,2016,7
11413,"0","0","0","0",3,2,0,NA,"0","1",3,8,"0",NA,NA,4,NA,5,841,2017,9
44696,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,NA,576,2017,6
87335,"1","1","0","1",5,NA,0,5,"1","1",2,6,"1",3,5,5,NA,2,400,2016,12
81359,"0","0","1","0",3,NA,0,0,"1","0",2,10,"0",9,5,8,3,7,441,2016,11
97131,"0","0","1","0",6,NA,1,1,"1","1",1,10,"0",5,4,2,NA,8,361,2017,1
44124,"0","1","0","0",5,NA,1,1,"0","1",1,10,"0",3,5,4,NA,5,529,2016,7
42756,"1","0","1","1",5,NA,0,0,"1","0",3,10,"0",7,NA,1,NA,8,576,2016,7
65197,"0","1","0","0",1,NA,0,1,"0","1",1,5,"0",3,2,9,NA,0,484,2016,7
100497,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,4,2,NA,NA,324,2017,6
11246,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,4,2,NA,NA,841,2018,6
21182,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,7,1,2,NA,784,2018,3
85859,"0","0","0","0",3,3,0,NA,"0","1",3,8,"0",NA,NA,6,NA,6,441,2017,7
58741,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,4,4,NA,NA,529,2016,12
99988,"0","0","0","0",6,NA,1,0,"1","0",1,7,"0",8,8,9,7,8,324,2017,3
25645,"1","0","0","1",5,4,0,NA,"1","1",1,6,"1",NA,NA,0,NA,3,676,2017,8
78852,"0","0","0","0",3,NA,0,1,"1","1",2,10,"0",6,3,1,1,8,400,2016,2
79207,"0","0","1","0",2,NA,1,1,"0","1",3,5,"1",5,5,0,4,1,441,2016,8
22351,"0","1","1","1",5,NA,1,1,"1","1",2,9,"1",5,5,1,1,4,625,2016,2
77708,"0","0","0","0",1,NA,0,0,"0","0",5,10,"0",6,7,4,4,5,441,2017,3
26183,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,8,NA,NA,729,2018,8
60506,"0","1","1","1",1,NA,0,1,"0","1",1,10,"1",3,5,5,NA,7,529,2017,6
1890,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,1089,2018,5
85341,"0","0","1","1",3,NA,0,1,"1","1",3,6,"0",4,NA,5,NA,3,400,2016,12
4333,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,961,2017,6
33282,"1","1","1","1",5,NA,2,3,"1","1",2,10,"0",7,6,9,3,9,576,2016,5
99514,"1","0","0","0",3,2,0,NA,"0","1",2,9,"0",9,NA,2,NA,8,361,2017,6
53430,"1","0","0","1",6,NA,0,1,"1","1",1,5,"0",7,5,0,3,4,484,2016,5
52940,"1","1","1","1",6,0,0,NA,"1","1",5,9,"1",7,NA,0,NA,4,529,2017,3
68965,"0","0","1","1",2,5,0,NA,"0","1",1,7,"0",NA,NA,6,NA,3,484,2017,7
21226,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,7,3,4,NA,784,2018,8
98157,"1","0","1","1",7,5,0,NA,"1","1",1,10,"0",5,NA,0,NA,10,361,2017,6
12458,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,841,2018,8
16270,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,8,5,NA,729,2017,1
69047,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,9,NA,NA,484,2017,1
87088,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,441,2017,8
96296,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,361,2016,10
4406,"0","0","0","0",2,NA,0,1,"0","1",1,1,"0",5,NA,8,NA,1,900,2016,7
5256,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,1024,2018,10
59055,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,6,5,NA,NA,576,2018,7
58258,"1","1","0","0",1,1,2,NA,"0","0",3,8,"0",NA,NA,9,NA,6,576,2018,1
74659,"0","0","1","0",8,NA,0,0,"0","0",2,7,"0",3,NA,7,NA,4,484,2017,5
63186,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,576,2018,6
7891,"0","0","0","0",3,0,2,NA,"1","1",2,10,"1",NA,NA,0,NA,7,900,2018,3
17459,"0","0","0","0",11,NA,2,0,"1","0",2,10,"1",7,NA,2,NA,8,729,2017,1
67755,"1","1","1","0",6,NA,0,1,"1","1",2,7,"0",7,8,4,3,7,441,2016,6
37055,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,5,3,NA,NA,676,2018,6
84586,"0","0","1","1",6,4,1,NA,"1","1",1,10,"0",NA,NA,4,NA,11,441,2017,11
77438,"1","0","0","0",3,NA,0,1,"0","1",1,10,"1",6,2,4,4,9,400,2016,3
83484,"0","0","0","0",4,NA,1,1,"1","1",2,10,"0",8,7,2,4,6,400,2016,5
43111,"1","0","0","0",3,NA,0,14,"1","1",5,3,"1",NA,NA,0,NA,1,529,2016,5
70043,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,529,2018,5
