"unid","gender","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","financial_situation_now","financial_situation_5years","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age_squared","survey_year","survey_month"
47802,"0","0","0","0",13,NA,1,4,"1","1",2,9,"0",7,8,5,5,8,576,2017,1
81863,"1","0","0","1",6,NA,0,2,"1","1",3,8,"1",5,NA,8,NA,8,400,2016,9
55159,"1","0","1","1",0,NA,0,NA,"0","0",1,10,NA,NA,NA,2,NA,10,576,2017,12
58439,"0","0","0","0",6,NA,0,1,"1","1",NA,NA,"1",7,NA,5,NA,NA,484,2016,3
62273,"1","0","1","0",1,1,1,NA,"0","0",2,8,"1",NA,NA,2,NA,5,529,2017,12
7228,"1","0","0","0",10,5,1,NA,"1","1",3,8,"1",NA,NA,3,NA,4,900,2017,10
84771,"0","0","0","0",4,NA,0,1,"1","1",1,10,"0",6,5,6,2,7,400,2016,5
21494,"0","0","0","0",8,NA,2,1,"1","1",1,6,"0",4,NA,2,NA,6,676,2016,8
67347,"0","0","1","0",4,2,0,NA,"1","1",4,6,"0",NA,NA,7,NA,-2,529,2018,2
96924,"1","0","1","0",1,NA,0,0,"0","0",2,8,"0",7,NA,2,NA,6,400,2017,10
31905,"0","0","1","0",3,NA,1,2,"1","1",5,7,"0",6,NA,0,NA,0,625,2016,11
33368,"1","0","0","0",6,NA,1,1,"0","1",4,7,"0",9,NA,4,NA,5,625,2016,8
5800,"1","0","0","0",0,NA,0,0,"0","0",1,8,"0",2,2,2,NA,9,900,2016,12
35738,"1","1","1","1",3,3,0,NA,"0","1",3,10,"1",NA,NA,7,NA,5,676,2017,10
96076,"1","1","0","0",3,NA,0,0,"1","0",4,8,"0",5,NA,5,NA,2,361,2016,12
7631,"0","0","1","1",14,8,2,NA,"1","0",1,6,"1",NA,NA,8,NA,2,900,2017,7
37246,"0","1","1","1",15,NA,0,4,"1","1",4,8,"1",7,NA,8,NA,5,576,2016,11
63950,"1","0","1","1",5,NA,0,0,"1","0",1,5,"0",4,4,3,NA,7,441,2016,3
73199,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,6,NA,NA,529,2018,6
12251,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,841,2018,2
78899,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,7,1,NA,NA,529,2018,9
6515,"0","0","0","0",6,3,2,NA,"1","0",1,10,"1",NA,NA,5,NA,8,900,2017,12
6621,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,2,3,NA,841,2016,4
65888,"0","0","0","1",3,NA,0,1,"0","1",NA,NA,"0",5,NA,3,NA,NA,484,2016,6
22518,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,784,2018,10
64662,"1","0","1","1",2,NA,0,2,"0","1",2,6,"0",8,6,4,5,2,484,2016,5
801,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,1225,2018,10
35463,"1","1","1","1",4,NA,0,1,"1","1",1,4,"0",3,NA,3,NA,0,625,2016,10
52011,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,625,2018,6
60790,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,529,2017,11
6475,"1","1","0","0",0,NA,1,NA,"0","0",5,10,NA,NA,NA,2,NA,6,900,2017,10
77813,"0","1","0","0",4,NA,1,1,"1","1",5,9,"0",6,NA,0,NA,3,441,2017,5
65593,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,529,2018,5
48767,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,0,3,NA,625,2018,10
54766,"0","0","0","0",0,NA,1,0,"0","0",3,8,"0",6,6,4,NA,7,529,2016,9
60069,"0","0","0","0",2,NA,0,0,"0","0",3,10,"0",8,5,4,3,7,484,2016,3
37837,"1","1","1","1",2,NA,0,1,"1","1",1,10,"1",4,NA,3,NA,9,576,2016,10
19694,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,3,NA,NA,784,2018,11
56037,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,625,2018,8
4726,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,961,2018,5
33472,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,676,2018,6
14690,"0","0","0","1",11,NA,0,3,"1","1",1,5,"0",7,6,3,NA,2,729,2016,3
89275,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,441,2017,8
3705,"0","0","1","0",4,6,3,NA,"1","1",1,1,"0",NA,NA,4,NA,2,1024,2018,4
19005,"0","0","1","1",3,15,1,NA,"0","1",7,10,"0",6,5,9,3,3,729,2017,3
45127,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,625,2018,5
1956,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,1089,2018,7
10928,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,NA,784,2016,6
75095,"0","0","1","0",9,NA,0,1,"1","1",1,5,"1",7,3,5,4,3,441,2016,9
99633,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,7,NA,NA,361,2018,6
17337,"0","0","1","1",6,NA,1,0,"1","0",1,8,"0",6,NA,8,NA,4,729,2017,5
53893,"0","0","0","0",6,3,0,NA,"0","1",3,7,"1",NA,NA,8,NA,2,576,2018,1
84260,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,6,5,NA,NA,400,2016,5
37333,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,676,2018,5
94331,"1","1","0","1",3,2,0,NA,"0","1",1,6,"1",9,NA,4,NA,5,361,2017,3
93084,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,2,NA,NA,441,2018,7
12821,"0","0","1","0",5,NA,0,0,"0","0",2,10,"1",6,NA,3,NA,6,729,2016,3
90236,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,441,2018,3
28931,"0","0","1","0",11,NA,1,1,"1","1",1,10,"0",5,NA,8,NA,9,625,2016,3
24481,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,NA,NA,676,2016,8
91115,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,9,3,NA,441,2018,7
51747,"1","0","1","1",8,6,1,NA,"1","1",1,7,"1",NA,NA,3,NA,9,576,2017,9
26134,"1","1","1","1",6,NA,1,2,"1","1",5,6,"1",3,NA,8,NA,-1,676,2017,3
95538,"0","0","0","0",1,NA,0,0,"0","0",1,10,"0",3,7,4,NA,9,361,2016,11
52641,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,2,NA,NA,625,2018,9
44266,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,5,9,4,NA,576,2017,6
78752,"0","0","0","0",6,NA,1,1,"0","1",1,5,"0",6,NA,2,NA,6,400,2016,2
40863,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,676,2018,5
38329,"1","0","1","1",5,3,0,NA,"1","1",2,5,"1",NA,NA,7,NA,3,625,2017,11
12359,"0","0","0","0",2,NA,2,1,"1","1",2,6,"0",7,7,3,NA,-2,729,2016,7
77105,"1","1","1","1",1,1,0,NA,"1","0",1,10,"0",NA,NA,8,NA,10,484,2017,10
42262,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,3,6,NA,NA,676,2018,7
2504,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,1089,2018,5
62739,"1","1","0","0",0,NA,0,NA,"0","0",1,10,NA,8,5,1,5,11,529,2017,9
91898,"1","0","0","0",5,3,0,NA,"1","1",2,7,"0",NA,NA,7,NA,6,441,2018,2
27158,"0","0","0","0",4,NA,1,1,"1","1",3,6,"0",6,NA,6,NA,5,676,2017,7
60168,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,576,2018,5
100371,"0","0","0","0",6,3,0,NA,"1","1",2,10,"1",8,7,8,4,7,324,2017,5
19728,"0","1","0","0",6,4,2,NA,"1","1",1,7,"0",5,NA,1,NA,6,729,2017,2
77948,"0","0","0","0",9,NA,0,3,"0","1",3,8,"1",6,7,5,1,4,441,2016,10
5636,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,961,2018,6
82023,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,484,2018,2
35471,"0","0","0","1",7,NA,1,2,"1","1",1,10,"0",4,5,1,NA,7,625,2017,5
60977,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,576,2018,5
68109,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,576,2018,8
1017,"0","0","1","0",3,0,2,NA,"0","1",2,8,"0",7,5,9,2,4,1089,2017,6
24753,"0","0","0","0",0,NA,0,0,"0","0",5,10,"0",1,7,2,NA,9,676,2017,2
87002,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,441,2018,2
41483,"0","1","1","0",4,3,0,NA,"0","1",1,3,"0",4,NA,9,NA,-2,625,2017,6
56979,"0","0","0","0",3,2,1,NA,"1","1",4,8,"0",NA,NA,3,NA,7,576,2018,3
26839,"0","0","0","1",5,NA,1,1,"1","1",1,5,"1",3,NA,5,NA,4,625,2016,10
29585,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,7,NA,NA,729,2018,8
67264,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,529,2018,1
82319,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,484,2018,5
19403,"0","0","1","0",4,NA,0,0,"1","0",1,10,"1",7,NA,3,NA,12,676,2016,9
30890,"0","0","1","0",1,NA,0,0,"0","0",1,5,"0",4,NA,0,NA,3,576,2016,4
14851,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,3,3,NA,841,2018,10
5242,"0","0","0","0",2,NA,2,1,"1","1",4,10,"1",5,NA,8,NA,7,900,2017,1
52272,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,576,2017,9
95406,"0","1","1","0",8,5,0,NA,"0","1",5,10,"0",NA,NA,7,NA,4,400,2017,8
15116,"0","0","0","1",5,NA,1,1,"1","1",3,7,"0",3,3,0,NA,6,729,2016,11
16924,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,6,0,3,NA,841,2018,11
101683,"0","0","1","1",3,15,0,NA,"1","1",2,8,"0",4,4,9,2,9,324,2018,1
75400,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,484,2017,5
64918,"1","0","1","1",2,2,0,NA,"0","1",4,9,"0",NA,NA,6,NA,4,529,2017,11
33386,"0","0","1","1",5,3,0,NA,"0","1",1,4,"0",7,NA,2,NA,2,625,2017,6
33242,"0","0","1","1",6,1,2,NA,"1","1",2,9,"1",3,3,7,2,10,625,2017,2
38579,"0","0","0","0",1,NA,0,NA,"0","0",2,4,"0",3,4,3,NA,3,625,2017,2
50302,"0","0","0","0",6,NA,1,0,"1","0",2,8,"1",8,5,2,NA,7,529,2016,10
100518,"0","0","1","1",7,5,0,NA,"1","1",1,10,"0",NA,NA,0,NA,9,361,2017,9
73675,"1","0","0","0",3,NA,0,2,"0","1",2,6,"0",7,NA,1,NA,6,441,2016,3
89612,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,8,2,NA,NA,361,2016,8
62362,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,576,2018,5
68547,"1","0","0","0",7,7,0,NA,"0","1",1,8,"0",NA,NA,4,NA,12,529,2017,8
31205,"0","0","1","1",6,NA,2,1,"1","1",4,9,"1",6,NA,7,NA,4,625,2016,7
42985,"0","1","1","0",5,NA,0,2,"1","1",1,3,"0",NA,NA,6,NA,3,576,2016,10
95696,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,361,2017,6
51992,"0","1","0","0",7,NA,1,2,"1","1",3,7,"1",5,6,4,NA,1,529,2017,3
4443,"0","0","0","0",2,1,1,NA,"0","1",2,7,"1",NA,NA,2,NA,7,961,2018,4
80536,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,484,2018,3
87175,"0","0","1","1",3,1,1,NA,"1","1",4,9,"1",NA,NA,2,NA,4,441,2017,12
46452,"0","1","1","1",7,NA,0,2,"0","1",1,7,"1",6,NA,0,NA,3,576,2017,5
45188,"0","0","1","1",2,NA,0,1,"1","1",4,8,"1",8,NA,9,NA,3,529,2016,4
15620,"1","1","0","1",12,6,3,NA,"1","1",10,6,"1",4,NA,3,NA,-4,729,2017,1
16537,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,841,2018,8
64594,"1","1","1","1",3,NA,0,1,"0","1",2,9,"0",10,9,6,5,9,484,2016,11
11547,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,900,2018,9
41687,"0","0","0","0",6,3,1,NA,"1","1",2,7,"0",NA,NA,1,NA,6,625,2018,2
6524,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,900,2017,11
65622,"1","0","0","0",4,NA,1,1,"0","1",1,10,"0",7,6,2,NA,11,484,2016,10
20971,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,6,8,1,NA,784,2018,8
12806,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,7,NA,NA,900,2018,10
97483,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,400,2018,10
88563,"0","0","1","1",4,3,0,NA,"1","1",4,10,"0",NA,NA,1,NA,5,441,2018,1
91074,NA,"0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,441,2018,7
7035,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,6,NA,NA,841,2016,8
44831,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,625,2018,1
20577,"0","0","0","1",3,1,2,NA,"0","1",3,10,"0",NA,NA,1,NA,8,729,2017,6
27612,"0","0","0","1",2,NA,0,1,"0","1",6,10,"0",7,7,7,NA,9,625,2016,4
64152,"0","0","1","1",5,NA,0,3,"1","1",2,4,"0",3,NA,5,NA,1,484,2016,11
90078,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,7,4,6,NA,441,2018,5
24485,"0","0","0","0",6,2,0,NA,"0","1",1,3,"0",NA,NA,0,NA,-1,729,2018,2
51282,"0","1","0","0",5,15,0,NA,"1","1",1,5,"0",6,NA,8,NA,6,529,2017,2
61016,"0","0","1","0",1,NA,1,1,"0","1",3,10,"0",8,NA,0,NA,8,484,2016,2
16565,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,841,2018,7
96785,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,9,0,7,NA,361,2017,3
20022,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,784,2018,3
17110,"1","0","1","1",12,NA,0,0,"1","0",1,10,"1",5,6,0,NA,10,729,2016,8
46377,"0","0","0","1",3,NA,1,1,"0","1",4,9,"1",6,5,0,NA,10,529,2016,8
99165,"1","0","1","1",4,3,0,NA,"0","1",1,4,"1",NA,NA,5,NA,2,361,2017,12
3264,"0","0","1","1",15,14,3,NA,"1","1",2,10,"1",NA,NA,3,NA,7,1024,2017,8
51674,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,529,2016,6
57744,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,0,4,NA,576,2018,7
83228,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,484,2018,5
10843,"0","0","1","1",3,NA,1,0,"1","0",4,8,"1",5,NA,1,NA,5,729,2016,4
51826,"0","0","1","0",3,1,2,NA,"1","0",1,10,"0",NA,NA,0,NA,12,576,2017,11
101049,"0","0","0","0",4,4,NA,NA,"0","1",NA,NA,"1",NA,NA,5,NA,NA,324,2017,7
74859,"0","0","0","0",8,NA,0,5,"1","1",5,9,"0",4,4,3,NA,1,441,2016,10
2521,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,1089,2018,9
10688,"0","1","1","1",4,NA,2,1,"1","1",2,5,"1",3,3,8,NA,4,841,2017,5
74215,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,529,2018,5
14139,"0","0","1","1",2,0,0,NA,"0","1",5,7,"0",6,NA,2,NA,6,784,2017,10
10298,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,900,2018,9
21832,"0","0","0","0",5,NA,0,1,"1","1",1,10,"0",7,7,2,NA,7,676,2016,4
26589,"0","0","1","0",2,NA,0,1,"0","1",4,7,"0",7,NA,7,NA,4,625,2016,5
65214,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,6,4,5,NA,576,2018,6
87838,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,8,NA,NA,361,2016,3
21115,"1","0","1","1",6,NA,1,0,"1","0",2,6,"1",7,6,1,7,2,676,2016,2
1241,"0","0","0","1",5,NA,0,3,"0","1",3,8,"1",3,5,0,NA,6,1024,2016,11
73129,"0","0","0","0",3,NA,0,3,"0","1",5,10,"0",4,4,0,NA,3,484,2017,3
18914,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,784,2018,5
68063,"1","0","0","0",2,1,0,NA,"1","1",9,7,"0",NA,NA,9,NA,-2,529,2018,4
58745,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,529,2017,1
92093,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,441,2018,10
93308,"1","0","0","0",2,NA,0,1,"0","1",1,6,"0",7,8,7,5,4,361,2016,8
2004,"0","0","0","1",2,1,2,NA,"1","1",4,7,"0",5,NA,8,NA,5,1089,2018,1
23413,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,729,2018,5
33841,"1","0","1","1",2,2,0,NA,"0","1",1,10,"1",NA,NA,8,NA,8,676,2017,10
29267,"1","1","0","1",4,3,0,NA,"0","1",4,7,"1",NA,NA,0,NA,1,676,2017,7
87571,"1","1","0","0",3,1,0,NA,"1","1",1,6,"1",9,NA,2,NA,3,441,2017,10
64973,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,4,NA,484,2017,1
61244,"0","0","0","0",9,NA,0,2,"1","1",3,10,"1",7,6,9,5,10,484,2016,3
87135,"0","0","0","0",2,NA,1,1,"1","1",1,8,"0",6,7,7,3,10,400,2016,10
9101,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,900,2018,1
53900,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,2,NA,8,NA,NA,625,2018,9
28588,"1","1","0","0",0,NA,0,0,"0","0",1,6,"0",5,6,0,NA,4,625,2016,9
6611,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,900,2017,12
89191,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,4,NA,NA,441,2018,5
11881,"0","1","0","0",3,NA,3,1,"0","1",1,6,"0",5,6,7,NA,3,784,2016,9
78652,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,529,2018,8
86102,"0","1","0","0",2,NA,0,1,"0","1",NA,NA,"0",9,5,5,4,NA,400,2016,6
56007,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,576,2018,2
29949,"0","0","0","1",6,NA,0,2,"1","1",10,8,"0",6,7,4,3,-2,576,2016,3
82148,"0","1","0","0",5,NA,0,1,"1","1",1,6,"0",5,NA,9,NA,6,400,2016,10
42390,"0","0","0","0",4,NA,0,15,"1","1",1,2,"1",1,3,7,NA,2,576,2016,11
67187,"1","1","1","0",1,NA,0,1,"0","1",1,7,"1",7,5,2,3,7,484,2016,7
70739,"1","0","0","0",3,2,0,NA,"1","0",1,7,"0",7,7,9,4,6,484,2017,6
14581,"0","1","0","0",13,11,2,NA,"1","1",2,10,"1",NA,NA,5,NA,8,784,2017,11
66352,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,5,NA,NA,484,2016,7
73944,"1","0","1","1",4,NA,0,2,"1","1",4,10,"0",5,6,5,NA,4,441,2016,11
811,"0","0","1","0",4,NA,3,0,"0","0",2,2,"1",2,NA,1,NA,-3,1089,2017,1
54325,"0","1","1","0",4,NA,2,1,"1","1",4,6,"1",5,4,2,NA,0,529,2016,9
96747,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,3,NA,361,2017,5
96103,"0","1","1","1",4,NA,0,1,"1","1",3,8,"0",5,NA,3,NA,7,400,2018,2
66082,"0","0","0","1",10,7,1,NA,"1","1",4,8,"0",NA,NA,8,NA,6,529,2017,11
15288,"1","0","1","1",4,NA,1,1,"1","1",1,10,"1",6,5,4,5,9,729,2016,12
60942,"0","0","0","0",4,NA,1,1,"1","1",1,10,"0",2,NA,1,NA,12,484,2016,3
75470,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,484,2017,5
24550,"0","0","0","0",5,NA,1,1,"0","1",5,10,"0",7,7,6,1,3,676,2016,9
85739,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,441,2018,1
60235,"1","0","0","0",4,NA,1,1,"1","1",1,5,"1",5,7,1,NA,-1,484,2016,2
85541,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,484,2018,6
19680,"0","0","1","0",5,NA,1,2,"1","1",1,5,"0",3,6,1,NA,3,676,2016,2
98824,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,NA,0,NA,NA,324,2016,8
17859,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,784,2018,3
87876,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,NA,7,NA,NA,484,2018,7
80382,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,4,NA,NA,484,2018,8
63597,"0","1","0","0",2,1,0,NA,"1","1",1,5,"1",6,NA,0,NA,1,529,2017,6
11162,"0","0","1","0",10,NA,3,1,"1","1",1,8,"1",6,5,0,2,6,729,2016,2
80150,"1","0","0","0",4,4,0,NA,"0","1",1,6,"0",NA,NA,3,NA,3,441,2017,7
54724,"0","1","1","1",6,NA,0,3,"1","1",2,10,"0",5,NA,2,NA,7,484,2016,5
10580,"0","0","0","0",1,NA,0,1,"0","1",6,8,"0",9,5,0,NA,0,784,2016,4
33185,"0","0","0","0",3,NA,1,1,"0","1",1,6,"0",7,NA,8,NA,7,625,2017,2
83131,"0","0","0","0",4,NA,1,1,"1","1",4,7,"1",7,5,2,5,6,400,2016,8
62496,"0","0","1","0",2,1,2,NA,"1","1",3,10,"1",NA,NA,1,NA,9,576,2018,3
12676,"1","1","0","0",0,NA,0,2,"0","1",10,10,"0",3,2,6,NA,2,784,2017,2
53188,"0","0","1","1",5,0,0,NA,"1","0",5,10,"0",NA,NA,4,NA,6,576,2017,12
99766,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,361,2018,5
7806,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,900,2018,5
3367,"0","1","1","1",1,NA,1,0,"0","0",9,10,"0",4,4,1,NA,2,961,2016,10
40602,"1","0","1","1",1,NA,0,1,"1","1",1,10,"1",1,5,9,NA,10,576,2016,4
69274,"1","0","0","0",3,NA,0,1,"0","1",4,8,"1",8,NA,2,NA,4,484,2017,3
87452,"1","0","1","1",0,NA,0,NA,"0","0",1,8,NA,NA,NA,6,NA,7,441,2018,2
81633,"0","1","0","0",2,2,0,NA,"0","0",3,9,"0",NA,NA,0,NA,2,484,2018,3
27729,"0","0","0","1",7,NA,0,3,"0","1",4,7,"0",8,NA,5,NA,1,625,2016,9
31429,"0","1","0","1",10,NA,1,1,"1","1",2,10,"1",5,5,4,NA,5,576,2016,5
59202,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,576,2018,1
29760,"0","0","1","1",6,NA,0,3,"1","1",5,9,"1",6,6,9,3,3,625,2016,8
31389,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,676,2017,9
37876,"0","1","0","0",2,2,0,NA,"0","1",2,7,"1",10,NA,2,NA,10,625,2017,6
48280,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,625,2018,10
8668,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,841,2017,3
65820,"0","0","1","0",4,NA,1,1,"0","1",2,9,"1",6,6,0,4,9,484,2016,11
69662,"1","1","0","1",5,NA,0,0,"1","0",2,9,"0",7,NA,0,NA,8,441,2016,6
83257,"0","0","0","0",8,NA,0,3,"0","1",5,10,"0",4,NA,9,NA,8,441,2017,2
5686,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,961,2018,5
79730,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,529,2018,9
60713,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,529,2017,1
54195,"0","0","0","1",3,NA,1,1,"1","1",1,8,"0",6,7,3,6,6,484,2016,2
73159,"1","0","1","1",4,3,1,NA,"0","1",2,6,"1",NA,NA,5,NA,4,529,2018,3
81395,"0","0","0","1",6,4,0,NA,"1","1",1,10,"1",NA,NA,8,NA,11,484,2017,12
